Month	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
0:0	1	49.8842	0.03795	44.034	45.48	46.324	46.77	47.458	47.922	48.607	49.884	51.161	51.846	52.31	52.998	53.445	54.288	55.734
0:1	1	54.6645	0.03559	48.652	50.139	51.005	51.464	52.171	52.648	53.352	54.665	55.977	56.681	57.158	57.865	58.324	59.19	60.677
0:2	1	58.4384	0.03423	52.257	53.785	54.676	55.148	55.875	56.365	57.089	58.438	59.788	60.512	61.002	61.729	62.201	63.092	64.62
0:3	1	61.4013	0.03329	55.085	56.646	57.557	58.039	58.782	59.283	60.023	61.401	62.78	63.52	64.021	64.763	65.246	66.156	67.718
0:4	1	63.9041	0.03257	57.472	59.062	59.989	60.481	61.237	61.747	62.5	63.904	65.308	66.061	66.571	67.328	67.819	68.746	70.336
0:5	1	65.8912	0.03204	59.367	60.98	61.921	62.419	63.186	63.703	64.467	65.891	67.315	68.079	68.597	69.364	69.862	70.802	72.415
0:6	1	67.5904	0.03166	60.978	62.612	63.566	64.071	64.848	65.373	66.147	67.59	69.034	69.808	70.333	71.11	71.615	72.569	74.203
0:7	1	69.21	0.03139	62.496	64.156	65.124	65.637	66.426	66.958	67.745	69.21	70.675	71.462	71.994	72.783	73.296	74.264	75.924
0:8	1	70.6224	0.03124	63.805	65.49	66.473	66.993	67.795	68.336	69.134	70.622	72.11	72.909	73.45	74.251	74.772	75.755	77.44
0:9	1	72.0154	0.03117	65.079	66.793	67.794	68.323	69.139	69.689	70.501	72.015	73.529	74.342	74.892	75.708	76.237	77.237	78.952
0:10	1	73.3075	0.03118	66.244	67.99	69.009	69.548	70.378	70.938	71.766	73.308	74.849	75.677	76.237	77.067	77.606	78.625	80.371
0:11	1	74.5059	0.03125	67.311	69.089	70.127	70.676	71.522	72.093	72.935	74.506	76.076	76.919	77.49	78.336	78.885	79.922	81.701
0:12	1	75.6999	0.03137	68.362	70.176	71.234	71.794	72.657	73.239	74.098	75.7	77.302	78.161	78.743	79.606	80.166	81.224	83.038
1:1	1	76.8926	0.03154	69.398	71.251	72.331	72.904	73.785	74.379	75.257	76.893	78.528	79.406	80.001	80.882	81.454	82.534	84.387
1:2	1	78.0085	0.03173	70.36	72.25	73.353	73.937	74.836	75.443	76.339	78.009	79.678	80.574	81.181	82.08	82.664	83.767	85.657
1:3	1	79.0903	0.03196	71.279	73.21	74.336	74.933	75.851	76.47	77.385	79.09	80.795	81.71	82.33	83.248	83.844	84.971	86.902
1:4	1	80.2113	0.03222	72.225	74.199	75.351	75.96	76.899	77.533	78.468	80.211	81.954	82.89	83.523	84.462	85.072	86.224	88.198
1:5	1	81.2004	0.03248	73.05	75.065	76.24	76.862	77.82	78.467	79.422	81.2	82.979	83.934	84.58	85.539	86.161	87.336	89.351
1:6	1	82.2955	0.0328	73.954	76.016	77.219	77.856	78.836	79.498	80.475	82.296	84.116	85.093	85.755	86.735	87.372	88.575	90.637
1:7	1	83.1999	0.03309	74.692	76.795	78.022	78.671	79.672	80.347	81.343	83.2	85.057	86.053	86.728	87.728	88.378	89.605	91.708
1:8	1	84.2074	0.03342	75.511	77.661	78.914	79.578	80.601	81.291	82.309	84.207	86.106	87.124	87.814	88.836	89.5	90.754	92.904
1:9	1	85.0987	0.03374	76.226	78.419	79.699	80.376	81.419	82.123	83.162	85.099	87.035	88.075	88.778	89.821	90.499	91.778	93.971
1:10	1	85.9995	0.03408	76.942	79.181	80.487	81.179	82.243	82.962	84.023	86	87.976	89.037	89.756	90.82	91.512	92.818	95.057
1:11	1	86.9101	0.03443	77.663	79.949	81.282	81.988	83.075	83.809	84.892	86.91	88.928	90.011	90.745	91.832	92.538	93.871	96.157
2:0	1	87.8067	0.03535	78.215	80.586	81.969	82.701	83.829	84.59	85.713	87.807	89.9	91.024	91.785	92.912	93.645	95.028	97.399
2:1	1	88.0015	0.03543	78.366	80.748	82.137	82.873	84.006	84.77	85.899	88.002	90.104	91.233	91.997	93.13	93.866	95.255	97.637
2:2	1	88.8775	0.03579	79.048	81.478	82.895	83.645	84.801	85.581	86.732	88.878	91.023	92.174	92.954	94.11	94.86	96.277	98.707
2:3	1	89.5983	0.03609	79.606	82.076	83.517	84.279	85.454	86.247	87.417	89.598	91.779	92.95	93.742	94.917	95.68	97.121	99.591
2:4	1	90.4056	0.03642	80.231	82.746	84.213	84.99	86.186	86.993	88.185	90.406	92.626	93.818	94.625	95.821	96.598	98.065	100.58
2:5	1	91.1906	0.03674	80.837	83.397	84.889	85.68	86.897	87.718	88.931	91.191	93.45	94.663	95.484	96.701	97.492	98.985	101.544
2:6	1	91.9053	0.03703	81.388	83.988	85.504	86.307	87.544	88.378	89.61	91.905	94.201	95.433	96.267	97.503	98.306	99.822	102.422
2:7	1	92.6971	0.03734	82.001	84.645	86.187	87.004	88.261	89.11	90.362	92.697	95.032	96.285	97.133	98.39	99.207	100.749	103.393
2:8	1	93.3984	0.03762	82.54	85.224	86.79	87.619	88.895	89.757	91.028	93.398	95.768	97.04	97.901	99.178	100.007	101.572	104.256
2:9	1	94.1064	0.03788	83.09	85.814	87.402	88.243	89.538	90.412	91.702	94.106	96.511	97.801	98.675	99.97	100.811	102.399	105.122
2:10	1	94.8003	0.03814	83.627	86.389	88	88.853	90.167	91.053	92.362	94.8	97.239	98.548	99.434	100.748	101.601	103.212	105.974
2:11	1	95.3949	0.03835	84.09	86.884	88.514	89.377	90.706	91.603	92.927	95.395	97.862	99.187	100.083	101.412	102.276	103.906	106.7
3:0	1	96.1104	0.03859	84.649	87.482	89.135	90.01	91.357	92.266	93.609	96.11	98.612	99.954	100.864	102.211	103.086	104.739	107.572
1098	1	96.1319	0.0386	84.665	87.5	89.153	90.028	91.376	92.286	93.629	96.132	98.635	99.978	100.887	102.235	103.111	104.764	107.599
1099	1	96.1534	0.03861	84.681	87.517	89.171	90.047	91.396	92.306	93.649	96.153	98.657	100.001	100.911	102.26	103.136	104.79	107.626
1100	1	96.1749	0.03861	84.7	87.536	89.191	90.067	91.416	92.326	93.67	96.175	98.679	100.024	100.934	102.283	103.159	104.813	107.65
1101	1	96.1964	0.03862	84.716	87.554	89.209	90.086	91.435	92.346	93.691	96.196	98.702	100.047	100.957	102.307	103.184	104.839	107.677
1102	1	96.2178	0.03863	84.732	87.571	89.227	90.104	91.454	92.365	93.711	96.218	98.725	100.07	100.981	102.332	103.209	104.865	107.704
1103	1	96.2393	0.03863	84.751	87.591	89.247	90.124	91.475	92.386	93.732	96.239	98.747	100.092	101.004	102.354	103.232	104.888	107.728
1104	1	96.2607	0.03864	84.767	87.608	89.265	90.143	91.494	92.406	93.752	96.261	98.769	100.116	101.027	102.379	103.256	104.914	107.755
1105	1	96.2821	0.03865	84.782	87.625	89.283	90.161	91.513	92.425	93.772	96.282	98.792	100.139	101.051	102.403	103.281	104.939	107.782
1106	1	96.3035	0.03866	84.798	87.642	89.301	90.18	91.532	92.445	93.792	96.304	98.815	100.162	101.075	102.427	103.306	104.965	107.809
1107	1	96.325	0.03866	84.817	87.662	89.321	90.2	91.553	92.465	93.813	96.325	98.837	100.185	101.097	102.45	103.329	104.988	107.833
1108	1	96.3464	0.03867	84.833	87.679	89.339	90.218	91.572	92.485	93.833	96.346	98.859	100.208	101.121	102.475	103.354	105.014	107.86
1109	1	96.3677	0.03868	84.849	87.696	89.357	90.237	91.591	92.504	93.854	96.368	98.882	100.231	101.145	102.499	103.378	105.039	107.887
1110	1	96.3891	0.03868	84.868	87.716	89.377	90.257	91.611	92.525	93.874	96.389	98.904	100.253	101.167	102.522	103.401	105.062	107.911
1111	1	96.4105	0.03869	84.884	87.733	89.395	90.275	91.63	92.544	93.895	96.411	98.926	100.277	101.191	102.546	103.426	105.088	107.937
1112	1	96.4318	0.0387	84.899	87.75	89.413	90.293	91.649	92.564	93.915	96.432	98.949	100.3	101.214	102.57	103.451	105.114	107.964
1113	1	96.4532	0.0387	84.918	87.77	89.433	90.313	91.67	92.584	93.936	96.453	98.971	100.322	101.237	102.593	103.474	105.137	107.988
1114	1	96.4745	0.03871	84.934	87.787	89.451	90.332	91.689	92.604	93.956	96.475	98.993	100.345	101.26	102.617	103.498	105.162	108.015
1115	1	96.4958	0.03872	84.95	87.804	89.469	90.35	91.708	92.623	93.976	96.496	99.016	100.368	101.284	102.641	103.523	105.188	108.042
1116	1	96.5172	0.03873	84.966	87.821	89.487	90.369	91.727	92.643	93.996	96.517	99.039	100.392	101.308	102.666	103.548	105.213	108.069
1117	1	96.5385	0.03873	84.984	87.84	89.506	90.388	91.747	92.663	94.017	96.539	99.06	100.414	101.33	102.689	103.571	105.237	108.093
1118	1	96.5598	0.03874	85	87.858	89.524	90.407	91.766	92.683	94.037	96.56	99.083	100.437	101.354	102.713	103.595	105.262	108.12
1119	1	96.581	0.03875	85.016	87.875	89.542	90.425	91.785	92.702	94.057	96.581	99.105	100.46	101.377	102.737	103.62	105.287	108.146
1120	1	96.6023	0.03875	85.035	87.894	89.562	90.445	91.805	92.723	94.077	96.602	99.127	100.482	101.4	102.76	103.643	105.311	108.17
1121	1	96.6236	0.03876	85.05	87.911	89.58	90.463	91.824	92.742	94.098	96.624	99.15	100.505	101.423	102.784	103.667	105.336	108.197
1122	1	96.6448	0.03877	85.066	87.928	89.598	90.482	91.843	92.761	94.118	96.645	99.172	100.528	101.447	102.808	103.692	105.361	108.224
1123	1	96.6661	0.03877	85.085	87.948	89.617	90.502	91.863	92.782	94.138	96.666	99.194	100.55	101.469	102.831	103.715	105.385	108.248
1124	1	96.6873	0.03878	85.1	87.965	89.635	90.52	91.882	92.801	94.158	96.687	99.216	100.573	101.493	102.855	103.739	105.41	108.274
1125	1	96.7085	0.03879	85.116	87.982	89.653	90.538	91.901	92.821	94.178	96.709	99.239	100.596	101.516	102.879	103.764	105.435	108.301
1126	1	96.7298	0.03879	85.135	88.001	89.673	90.558	91.921	92.841	94.199	96.73	99.261	100.619	101.538	102.902	103.787	105.459	108.325
1127	1	96.751	0.0388	85.15	88.018	89.691	90.576	91.94	92.86	94.219	96.751	99.283	100.642	101.562	102.926	103.811	105.484	108.352
1128	1	96.7722	0.03881	85.166	88.035	89.708	90.595	91.959	92.88	94.239	96.772	99.305	100.665	101.585	102.95	103.836	105.509	108.378
1129	1	96.7933	0.03881	85.185	88.054	89.728	90.614	91.979	92.9	94.26	96.793	99.327	100.687	101.608	102.972	103.859	105.532	108.402
1130	1	96.8145	0.03882	85.2	88.071	89.746	90.633	91.998	92.919	94.28	96.815	99.349	100.71	101.631	102.996	103.883	105.558	108.429
1131	1	96.8357	0.03883	85.216	88.088	89.764	90.651	92.017	92.939	94.3	96.836	99.372	100.733	101.655	103.021	103.908	105.583	108.455
1132	1	96.8568	0.03883	85.235	88.108	89.783	90.671	92.037	92.959	94.32	96.857	99.394	100.755	101.677	103.043	103.93	105.606	108.479
1133	1	96.878	0.03884	85.25	88.125	89.801	90.689	92.056	92.978	94.34	96.878	99.416	100.778	101.7	103.067	103.955	105.631	108.506
1134	1	96.8991	0.03885	85.266	88.141	89.819	90.707	92.075	92.997	94.36	96.899	99.438	100.801	101.724	103.091	103.979	105.657	108.532
1135	1	96.9203	0.03885	85.284	88.161	89.838	90.727	92.095	93.018	94.381	96.92	99.46	100.823	101.746	103.114	104.002	105.68	108.556
1136	1	96.9414	0.03886	85.3	88.178	89.856	90.745	92.114	93.037	94.401	96.941	99.482	100.846	101.769	103.138	104.027	105.705	108.583
1137	1	96.9625	0.03887	85.316	88.195	89.874	90.763	92.132	93.056	94.42	96.963	99.505	100.869	101.793	103.162	104.051	105.73	108.609
1138	1	96.9836	0.03887	85.334	88.214	89.893	90.783	92.152	93.077	94.441	96.984	99.526	100.891	101.815	103.184	104.074	105.753	108.633
1139	1	97.0047	0.03888	85.35	88.231	89.911	90.801	92.171	93.096	94.461	97.005	99.549	100.914	101.838	103.208	104.098	105.779	108.66
1140	1	97.0258	0.03889	85.365	88.248	89.929	90.819	92.19	93.115	94.481	97.026	99.571	100.937	101.862	103.232	104.123	105.804	108.686
1141	1	97.0468	0.03889	85.384	88.267	89.948	90.839	92.21	93.135	94.501	97.047	99.592	100.958	101.884	103.255	104.145	105.827	108.71
1142	1	97.0679	0.0389	85.399	88.284	89.966	90.857	92.229	93.154	94.521	97.068	99.615	100.981	101.907	103.279	104.17	105.852	108.736
1143	1	97.0889	0.03891	85.415	88.301	89.984	90.875	92.248	93.174	94.541	97.089	99.637	101.004	101.93	103.303	104.194	105.877	108.763
1144	1	97.11	0.03891	85.433	88.32	90.003	90.895	92.268	93.194	94.561	97.11	99.659	101.026	101.952	103.325	104.217	105.9	108.787
1145	1	97.131	0.03892	85.449	88.337	90.021	90.913	92.286	93.213	94.581	97.131	99.681	101.049	101.976	103.349	104.241	105.925	108.813
1146	1	97.1521	0.03893	85.464	88.354	90.039	90.931	92.305	93.232	94.601	97.152	99.703	101.072	101.999	103.373	104.266	105.951	108.84
1147	1	97.1731	0.03893	85.483	88.373	90.058	90.951	92.325	93.252	94.622	97.173	99.725	101.094	102.021	103.395	104.288	105.974	108.863
1148	1	97.1941	0.03894	85.498	88.389	90.076	90.969	92.344	93.271	94.641	97.194	99.747	101.117	102.044	103.419	104.312	105.999	108.89
1149	1	97.2151	0.03895	85.514	88.406	90.093	90.987	92.362	93.291	94.661	97.215	99.769	101.14	102.068	103.443	104.337	106.024	108.916
1150	1	97.2361	0.03895	85.532	88.425	90.113	91.006	92.382	93.311	94.682	97.236	99.791	101.161	102.09	103.466	104.359	106.047	108.94
1151	1	97.257	0.03896	85.548	88.442	90.13	91.024	92.401	93.33	94.701	97.257	99.813	101.184	102.113	103.49	104.384	106.072	108.966
1152	1	97.278	0.03897	85.563	88.459	90.148	91.042	92.42	93.349	94.721	97.278	99.835	101.207	102.136	103.514	104.408	106.097	108.993
1153	1	97.299	0.03897	85.582	88.478	90.168	91.062	92.44	93.369	94.742	97.299	99.856	101.229	102.158	103.536	104.43	106.12	109.016
1154	1	97.3199	0.03898	85.597	88.495	90.185	91.08	92.458	93.388	94.761	97.32	99.879	101.252	102.182	103.56	104.455	106.145	109.043
1155	1	97.3409	0.03899	85.612	88.512	90.203	91.098	92.477	93.407	94.781	97.341	99.901	101.274	102.205	103.584	104.479	106.17	109.069
1156	1	97.3618	0.03899	85.631	88.531	90.222	91.118	92.497	93.427	94.801	97.362	99.922	101.296	102.227	103.606	104.502	106.193	109.093
1157	1	97.3827	0.039	85.646	88.547	90.24	91.136	92.515	93.446	94.821	97.383	99.944	101.319	102.25	103.63	104.526	106.218	109.119
1158	1	97.4036	0.03901	85.662	88.564	90.257	91.154	92.534	93.465	94.841	97.404	99.966	101.342	102.273	103.654	104.55	106.243	109.146
1159	1	97.4245	0.03901	85.68	88.583	90.276	91.173	92.554	93.486	94.861	97.425	99.988	101.363	102.295	103.676	104.573	106.266	109.169
1160	1	97.4454	0.03902	85.695	88.6	90.294	91.191	92.573	93.505	94.881	97.445	100.01	101.386	102.318	103.7	104.597	106.291	109.195
1161	1	97.4663	0.03902	85.714	88.619	90.313	91.211	92.592	93.525	94.901	97.466	100.031	101.408	102.34	103.722	104.619	106.314	109.219
1162	1	97.4872	0.03903	85.729	88.636	90.331	91.229	92.611	93.544	94.921	97.487	100.054	101.431	102.363	103.746	104.643	106.339	109.245
1163	1	97.5081	0.03904	85.744	88.652	90.348	91.247	92.63	93.563	94.941	97.508	100.076	101.454	102.387	103.77	104.668	106.364	109.272
1164	1	97.5289	0.03904	85.763	88.671	90.368	91.266	92.649	93.583	94.961	97.529	100.097	101.475	102.408	103.792	104.69	106.387	109.295
1165	1	97.5498	0.03905	85.778	88.688	90.385	91.284	92.668	93.602	94.98	97.55	100.119	101.498	102.432	103.816	104.714	106.412	109.321
1166	1	97.5706	0.03906	85.793	88.705	90.403	91.302	92.686	93.621	95	97.571	100.141	101.521	102.455	103.839	104.739	106.437	109.348
1167	1	97.5914	0.03906	85.812	88.724	90.422	91.321	92.706	93.641	95.02	97.591	100.163	101.542	102.477	103.861	104.761	106.459	109.371
1168	1	97.6123	0.03907	85.827	88.74	90.439	91.339	92.725	93.66	95.04	97.612	100.185	101.565	102.5	103.885	104.785	106.484	109.398
1169	1	97.6331	0.03908	85.842	88.757	90.457	91.357	92.743	93.679	95.06	97.633	100.207	101.588	102.523	103.909	104.809	106.509	109.424
1170	1	97.6539	0.03908	85.861	88.776	90.476	91.377	92.763	93.699	95.08	97.654	100.228	101.609	102.545	103.931	104.832	106.532	109.447
1171	1	97.6747	0.03909	85.876	88.792	90.494	91.394	92.782	93.717	95.099	97.675	100.25	101.632	102.568	103.955	104.856	106.557	109.474
1172	1	97.6954	0.03909	85.894	88.811	90.513	91.414	92.801	93.737	95.12	97.695	100.271	101.653	102.59	103.977	104.878	106.58	109.497
1173	1	97.7162	0.0391	85.909	88.828	90.53	91.432	92.82	93.756	95.139	97.716	100.293	101.676	102.613	104.001	104.902	106.604	109.523
1174	1	97.737	0.03911	85.925	88.845	90.548	91.45	92.838	93.775	95.159	97.737	100.315	101.699	102.636	104.024	104.926	106.629	109.549
1175	1	97.7577	0.03911	85.943	88.863	90.567	91.469	92.858	93.795	95.179	97.758	100.336	101.72	102.657	104.046	104.949	106.652	109.573
1176	1	97.7785	0.03912	85.958	88.88	90.584	91.487	92.876	93.814	95.199	97.779	100.358	101.743	102.681	104.07	104.973	106.677	109.599
1177	1	97.7992	0.03913	85.973	88.897	90.602	91.505	92.895	93.833	95.218	97.799	100.38	101.766	102.704	104.094	104.997	106.702	109.625
1178	1	97.8199	0.03913	85.991	88.915	90.621	91.524	92.915	93.853	95.238	97.82	100.402	101.787	102.725	104.116	105.019	106.724	109.648
1179	1	97.8406	0.03914	86.007	88.932	90.638	91.542	92.933	93.872	95.258	97.841	100.424	101.81	102.748	104.14	105.043	106.749	109.675
1180	1	97.8614	0.03914	86.025	88.951	90.657	91.561	92.953	93.892	95.278	97.861	100.445	101.831	102.77	104.162	105.065	106.772	109.698
1181	1	97.8821	0.03915	86.04	88.967	90.675	91.579	92.971	93.91	95.297	97.882	100.467	101.854	102.793	104.185	105.089	106.797	109.724
1182	1	97.9027	0.03916	86.055	88.984	90.692	91.597	92.989	93.929	95.317	97.903	100.489	101.876	102.816	104.209	105.113	106.822	109.75
1183	1	97.9234	0.03916	86.073	89.003	90.711	91.616	93.009	93.949	95.337	97.923	100.51	101.898	102.838	104.231	105.136	106.844	109.773
1184	1	97.9441	0.03917	86.089	89.019	90.728	91.634	93.027	93.968	95.356	97.944	100.532	101.92	102.861	104.255	105.16	106.869	109.8
1185	1	97.9647	0.03917	86.107	89.038	90.748	91.653	93.047	93.988	95.376	97.965	100.553	101.942	102.882	104.276	105.182	106.892	109.823
1186	1	97.9854	0.03918	86.122	89.054	90.765	91.671	93.065	94.006	95.396	97.985	100.575	101.964	102.905	104.3	105.206	106.916	109.849
1187	1	98.006	0.03919	86.137	89.071	90.782	91.688	93.084	94.025	95.415	98.006	100.597	101.987	102.928	104.324	105.23	106.941	109.875
1188	1	98.0267	0.03919	86.155	89.09	90.801	91.708	93.103	94.045	95.436	98.027	100.618	102.008	102.95	104.346	105.252	106.964	109.898
1189	1	98.0473	0.0392	86.17	89.106	90.819	91.725	93.122	94.064	95.455	98.047	100.64	102.031	102.973	104.369	105.276	106.989	109.924
1190	1	98.0679	0.0392	86.188	89.125	90.838	91.745	93.141	94.084	95.475	98.068	100.661	102.052	102.995	104.391	105.298	107.011	109.948
1191	1	98.0885	0.03921	86.203	89.141	90.855	91.762	93.16	94.102	95.494	98.089	100.683	102.075	103.017	104.415	105.322	107.036	109.974
1192	1	98.1091	0.03922	86.218	89.158	90.872	91.78	93.178	94.121	95.514	98.109	100.704	102.097	103.04	104.438	105.346	107.061	110
1193	1	98.1297	0.03922	86.236	89.176	90.891	91.799	93.197	94.141	95.534	98.13	100.726	102.119	103.062	104.46	105.368	107.083	110.023
1194	1	98.1503	0.03923	86.252	89.193	90.908	91.817	93.216	94.16	95.553	98.15	100.747	102.141	103.085	104.484	105.392	107.108	110.049
1195	1	98.1708	0.03924	86.267	89.209	90.926	91.834	93.234	94.178	95.573	98.171	100.769	102.163	103.108	104.507	105.416	107.132	110.075
1196	1	98.1914	0.03924	86.285	89.228	90.945	91.854	93.254	94.198	95.593	98.191	100.79	102.185	103.129	104.529	105.438	107.155	110.098
1197	1	98.2119	0.03925	86.3	89.244	90.962	91.871	93.272	94.217	95.612	98.212	100.812	102.207	103.152	104.553	105.462	107.18	110.124
1198	1	98.2325	0.03925	86.318	89.263	90.981	91.891	93.291	94.236	95.632	98.233	100.833	102.229	103.174	104.574	105.484	107.202	110.147
1199	1	98.253	0.03926	86.333	89.279	90.998	91.908	93.31	94.255	95.651	98.253	100.855	102.251	103.196	104.598	105.508	107.227	110.173
1200	1	98.2735	0.03927	86.348	89.296	91.015	91.926	93.328	94.274	95.671	98.274	100.876	102.273	103.219	104.621	105.532	107.251	110.199
1201	1	98.294	0.03927	86.366	89.314	91.034	91.945	93.347	94.293	95.69	98.294	100.898	102.295	103.241	104.643	105.554	107.274	110.222
1202	1	98.3145	0.03928	86.381	89.331	91.051	91.962	93.365	94.312	95.71	98.315	100.919	102.317	103.264	104.667	105.578	107.298	110.248
1203	1	98.335	0.03928	86.399	89.349	91.07	91.982	93.385	94.332	95.73	98.335	100.94	102.338	103.285	104.688	105.6	107.321	110.271
1204	1	98.3555	0.03929	86.414	89.366	91.087	91.999	93.403	94.35	95.749	98.356	100.962	102.361	103.308	104.712	105.624	107.345	110.297
1205	1	98.3759	0.03929	86.432	89.384	91.106	92.018	93.422	94.37	95.769	98.376	100.983	102.382	103.329	104.734	105.646	107.368	110.32
1206	1	98.3964	0.0393	86.447	89.4	91.123	92.036	93.441	94.389	95.788	98.396	101.005	102.404	103.352	104.757	105.669	107.392	110.346
1207	1	98.4169	0.03931	86.462	89.417	91.141	92.053	93.459	94.407	95.807	98.417	101.026	102.427	103.375	104.78	105.693	107.417	110.372
1208	1	98.4373	0.03931	86.479	89.435	91.159	92.072	93.478	94.427	95.827	98.437	101.047	102.448	103.396	104.802	105.715	107.439	110.395
1209	1	98.4577	0.03932	86.494	89.452	91.176	92.09	93.496	94.445	95.847	98.458	101.069	102.47	103.419	104.826	105.739	107.464	110.421
1210	1	98.4782	0.03932	86.512	89.47	91.195	92.109	93.516	94.465	95.866	98.478	101.09	102.491	103.441	104.847	105.761	107.486	110.444
1211	1	98.4986	0.03933	86.527	89.486	91.212	92.127	93.534	94.484	95.886	98.499	101.112	102.514	103.463	104.871	105.785	107.511	110.47
1212	1	98.519	0.03934	86.542	89.503	91.23	92.144	93.552	94.502	95.905	98.519	101.133	102.536	103.486	104.894	105.808	107.535	110.496
1213	1	98.5394	0.03934	86.56	89.521	91.248	92.163	93.571	94.522	95.925	98.539	101.154	102.557	103.507	104.916	105.83	107.558	110.519
1214	1	98.5598	0.03935	86.575	89.537	91.265	92.181	93.59	94.54	95.944	98.56	101.176	102.579	103.53	104.939	105.854	107.582	110.545
1215	1	98.5801	0.03935	86.593	89.556	91.284	92.2	93.609	94.56	95.964	98.58	101.197	102.601	103.551	104.961	105.876	107.604	110.568
1216	1	98.6005	0.03936	86.608	89.572	91.301	92.217	93.627	94.578	95.983	98.601	101.218	102.623	103.574	104.984	105.9	107.629	110.593
1217	1	98.6209	0.03937	86.622	89.588	91.318	92.234	93.645	94.597	96.002	98.621	101.24	102.645	103.597	105.007	105.923	107.653	110.619
1218	1	98.6412	0.03937	86.64	89.607	91.337	92.253	93.664	94.616	96.022	98.641	101.261	102.666	103.618	105.029	105.945	107.676	110.642
1219	1	98.6615	0.03938	86.655	89.623	91.354	92.271	93.682	94.635	96.041	98.662	101.282	102.688	103.641	105.052	105.969	107.7	110.668
1220	1	98.6819	0.03938	86.673	89.641	91.373	92.29	93.702	94.654	96.061	98.682	101.303	102.71	103.662	105.074	105.991	107.722	110.691
1221	1	98.7022	0.03939	86.688	89.658	91.39	92.307	93.72	94.673	96.08	98.702	101.325	102.732	103.685	105.097	106.014	107.747	110.717
1222	1	98.7225	0.03939	86.706	89.676	91.409	92.326	93.739	94.692	96.1	98.723	101.345	102.753	103.706	105.119	106.036	107.769	110.739
1223	1	98.7428	0.0394	86.72	89.692	91.426	92.344	93.757	94.711	96.119	98.743	101.367	102.775	103.729	105.142	106.06	107.793	110.765
1224	1	98.7631	0.03941	86.735	89.708	91.443	92.361	93.775	94.729	96.138	98.763	101.388	102.797	103.751	105.165	106.084	107.818	110.791
1225	1	98.7834	0.03941	86.753	89.727	91.461	92.38	93.794	94.749	96.158	98.783	101.409	102.818	103.773	105.187	106.105	107.84	110.814
1226	1	98.8036	0.03942	86.768	89.743	91.478	92.397	93.812	94.767	96.177	98.804	101.431	102.84	103.795	105.21	106.129	107.864	110.84
1227	1	98.8239	0.03942	86.785	89.761	91.497	92.416	93.831	94.786	96.196	98.824	101.451	102.861	103.816	105.232	106.151	107.887	110.862
1228	1	98.8442	0.03943	86.8	89.777	91.514	92.434	93.849	94.805	96.215	98.844	101.473	102.884	103.839	105.255	106.174	107.911	110.888
1229	1	98.8644	0.03943	86.818	89.796	91.533	92.452	93.869	94.824	96.235	98.864	101.494	102.905	103.86	105.276	106.196	107.933	110.911
1230	1	98.8846	0.03944	86.833	89.812	91.549	92.47	93.887	94.843	96.254	98.885	101.515	102.927	103.883	105.3	106.22	107.957	110.937
1231	1	98.9049	0.03945	86.847	89.828	91.566	92.487	93.905	94.861	96.273	98.905	101.537	102.949	103.905	105.323	106.243	107.982	110.962
1232	1	98.9251	0.03945	86.865	89.846	91.585	92.506	93.924	94.88	96.293	98.925	101.557	102.97	103.926	105.344	106.265	108.004	110.985
1233	1	98.9453	0.03946	86.88	89.862	91.602	92.523	93.942	94.899	96.312	98.945	101.579	102.992	103.949	105.367	106.289	108.028	111.011
1234	1	98.9655	0.03946	86.898	89.881	91.621	92.542	93.961	94.918	96.331	98.966	101.6	103.013	103.97	105.389	106.31	108.05	111.033
1235	1	98.9857	0.03947	86.912	89.897	91.638	92.559	93.979	94.936	96.35	98.986	101.621	103.035	103.993	105.412	106.334	108.075	111.059
1236	1	99.0058	0.03947	86.93	89.915	91.656	92.578	93.998	94.956	96.37	99.006	101.642	103.056	104.014	105.433	106.355	108.097	111.082
1237	1	99.026	0.03948	86.945	89.931	91.673	92.595	94.016	94.974	96.389	99.026	101.663	103.078	104.036	105.457	106.379	108.121	111.107
1238	1	99.0461	0.03949	86.959	89.947	91.69	92.613	94.034	94.992	96.408	99.046	101.684	103.1	104.059	105.48	106.403	108.145	111.133
1239	1	99.0663	0.03949	86.977	89.965	91.708	92.631	94.053	95.012	96.428	99.066	101.705	103.121	104.08	105.501	106.424	108.167	111.156
1240	1	99.0864	0.0395	86.992	89.981	91.725	92.649	94.071	95.03	96.447	99.086	101.726	103.143	104.102	105.524	106.448	108.192	111.181
1241	1	99.1065	0.0395	87.009	90	91.744	92.667	94.09	95.049	96.466	99.107	101.747	103.164	104.123	105.546	106.469	108.213	111.204
1242	1	99.1267	0.03951	87.024	90.016	91.761	92.685	94.108	95.068	96.485	99.127	101.768	103.186	104.146	105.569	106.493	108.238	111.23
1243	1	99.1468	0.03951	87.041	90.034	91.779	92.703	94.127	95.087	96.505	99.147	101.789	103.207	104.167	105.59	106.514	108.26	111.252
1244	1	99.1669	0.03952	87.056	90.05	91.796	92.721	94.144	95.105	96.524	99.167	101.81	103.229	104.189	105.613	106.538	108.284	111.278
1245	1	99.1869	0.03952	87.074	90.068	91.814	92.739	94.163	95.124	96.543	99.187	101.831	103.25	104.21	105.635	106.559	108.306	111.3
